expediente,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad,IUM
41198,CASANTRANOL TABLETAS,LABORATORIOS MEDICK S.A.S,INVIMA M-007314,25/11/1997,23/11/2007,Vencido,41198,1,30.0,POTE PLASTICO X 30 TABLETAS.,Inactivo,11/10/2006,23/11/2007,No,U,SIN DATO,SIN DATO,SIN DATO,S,CASANTRANOL,mg,9000000.0,SIN DATO,TABLETA,LABORATORIOS MEDICK S.A.S.,FABRICANTE,FABRICAR Y VENDER,
42390,TETRACICLINA CAPSULAS X 250 MG.,SOCIEDAD ALDANKEMI LTDA.,INVIMA M-006559,30/05/1997,28/05/2007,Vencido,42390,1,20.0,CAJA (20 CÁPSULAS) CON DOS BLISTER CON 10 CÁPSULAS CADA BLISTER,Inactivo,27/07/2011,28/07/2011,No,U,J01AA07,TETRACICLINA,ORAL,A,TETRACICLINA CLORHIDRATO,mg,25000000.0,CAPSULA DURA,CAPSULA DURA,LABORATORIOS KEMI,FABRICANTE,FABRICAR Y VENDER,
43050,PREPODYNE CHAMPU,ELECTROQUIMICA WEST S.A.,M-005461,09/08/1996,09/06/2006,Vencido,43050,2,30.0,FRASCO X 30 ML,Inactivo,11/10/2006,09/06/2006,No,U,D08AG02,YODOPOVIDONA,TOPICA (EXTERNA),D,HIDROXIDO DE SODIO,g,0.13,100 ML,EMULSION (CHAMPOO),ELECTROQUIMICA WEST S.A.,FABRICANTE,FABRICAR Y VENDER,
43256,FUROSEMIDA TABLETAS,LABORATORIOS FARMACEUTICOS FLEMING LTDA,INVIMA M-005491,09/06/1997,17/10/2006,Vencido,43256,1,300.0,CAJA POR 300 TABLETAS,Inactivo,11/10/2006,17/10/2006,No,U,C03CA01,FUROSEMIDA,ORAL,A,FUROSEMIDA,mg,4000000.0,TABLETA,TABLETA,A-Z PHARMA S.A,FABRICANTE,FABRICAR Y VENDER,
43677,VETONVI,COLMED LTDA,INVIMA M-010640,03/11/1999,03/08/2009,Vencido,43677,1,50.0,CAJA POR 50 CAPSULAS EN EMPAQUE BLISTER.,Inactivo,11/10/2006,03/08/2009,No,U,A11AA02,MULTIVITAMINAS Y CALCIO,ORAL,A,PANTOTENATO DE CALCIO (EQUIVALENTE A 10.12 MG DE ACIDO PANTOTENICO),mg,2000000.0,CÁPSULA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
45532,MUCILAGO DE PSYLLIUM AL 49 %,QUIFARMACOS LABORATORIOS DE COLOMBIA S.A,M-014216,06/10/1993,22/07/2006,Vencido,45532,1,300.0,TARRO X 300 GRS.,Inactivo,11/10/2006,22/07/2006,No,g,A06AC01,ISPAGULA (PSYLLA SEMILLAS),ORAL,E,CASCARA DE SEMILLA DE PSYLLIUM,g,4912000.0,100 GR DE POLVO,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,BIOCHEM FARMACEUTICA DE COLOMBIAS.A.,FABRICANTE,FABRICAR Y VENDER,
46033,MULTIVITAMINAS Y MINERALES POLVO,LABORATORIOS NAKUCH LTDA.,M-005663,11/03/1996,11/01/2006,Vencido,46033,1,400.0,FRASCO DE VIDRIO TRANSPARENTE POR 400 G.,Inactivo,11/10/2006,11/01/2006,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,E,SULFATO FERROSO EQUIVALENTE A HIERRO,mg,2500000.0,100 G.,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,GENFAR S.A.,FABRICANTE,FABRICAR Y VENDER,
47610,OXIBAR TABLETAS,EUROMEDICAL LTDA,INVIMA M-006062,15/12/1996,13/12/2006,Vencido,47610,2,12.0,CAJA X 12 TABLETAS,Inactivo,11/10/2006,13/12/2006,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,ACIDO PANTOTENICO (CONTENIDO EN 21.8 MG DE PANTOTENATO DE CALCIO),mg,2000000.0,TABLETA RECUBIERTA,TABLETA CON CUBIERTA ENTERICA CON PELICULA,LABORATORIOS CHALVER DE COLOMBIA LTDA.,FABRICANTE,FABRICAR Y VENDER,
48694,LUTOATO 400 MG,TECNOQUIMICAS S.A.,INVIMA M-006689,07/07/1997,07/05/2007,Vencido,48694,4,500.0,CAJA X 500 TABLETAS (PRESENTACION HOSPITALARIA),Inactivo,11/10/2006,07/05/2007,No,U,M01AE01,IBUPROFENO,ORAL,A,IBUPROFENO LISINATO,mg,25000000.0,TABLETA,TABLETA,TECNOQUIMICAS S.A.,FABRICANTE,FABRICAR Y VENDER,
50342,NOXIN JARABE,LABORATORIOS BUSSIÉ S.A.,INVIMA 2004M-015019-R1,10/03/1994,25/10/2014,Vencido,50342,15,120.0,FRASCO PET X 120 ML.,Inactivo,11/10/2006,25/10/2014,No,ml,R06AX13,LORATADINA,ORAL,B,LORATADINA,g,0.1,100 ML.,JARABE,LABORATORIOS BUSSIÉ S.A.,FABRICANTE,FABRICAR Y VENDER,
50348,KAVIROL,FARVICAL LTDA.,INVIMA M-004743,25/06/1996,23/06/2006,Vencido,50348,1,240.0,FRASCO AMBAR POR 240 ML,Inactivo,11/10/2006,23/06/2006,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,B,VITAMINA B1,mg,1000000.0,100 ML,JARABE,LABORATORIOS JAC LTDA,FABRICANTE,FABRICAR Y VENDER,
50524,ONDANSETRON 4 MG SOLUCION INYECTABLE,TECNOFARMA COLOMBIA S.A.S.,INVIMA M-010401,14/03/1998,03/11/2008,Vencido,50524,2,1.0,CAJA X 1 AMPOLLA,Inactivo,11/10/2006,03/11/2008,No,U,A04AA01,ONDANSETRON,PARENTERAL,A,ONDANSETRON CLORHIDRATO DIHIDRATO (EQUIVALENTE A ONDANSETRON 5 MG),mg,400000.0,AMPOLLA X 2 ML.,SOLUCION INYECTABLE,TECNOFARMA COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER,
51105,CARBONATO DE CALCIO + VITAMINAD TABLETAS,ANGLOPHARMA S.A.,INVIMA M-012469,18/03/1999,15/03/2009,Vencido,51105,1,120.0,FRASCO PLASTICO POR 120 TABLETAS.,Inactivo,11/10/2006,15/03/2009,No,U,A12AA20,CALCIO (DIFERENTES SALES EN COMBINACION),ORAL,A,VITAMINA D,IU,20000000.0,TABLETA,TABLETA,ANGLOPHARMA S.A.,FABRICANTE,FABRICAR Y VENDER,
52577,IBUSTRIN COMPRIMIDOS 200 MG,FARMITALIA CARLO ERBA S.R.L.,INVIMA M-011360,25/09/1998,22/09/2008,Vencido,52577,3,20.0,CAJA X 20 TABLETAS,Inactivo,11/10/2006,22/09/2008,No,U,B01AC10,INDOBUFENO,ORAL,A,INDOBUFENO,mg,20000000.0,TABLETA,TABLETA,TECNOQUIMICAS S.A.,FABRICANTE,FABRICAR Y VENDER,
52909,DRUGENTA GENTAMICINAAMPOLLAS 80 MGX 2 ML,DRUG PHARMACEUTICAL S.A.,INVIMA M-005677,29/04/1997,27/04/2007,Vencido,52909,1,10.0,CAJA POR 10 AMPOLLAS POR 1 ML.,Inactivo,11/10/2006,27/04/2007,No,U,J01GB03,GENTAMICINA,PARENTERAL,A,GENTAMICINA BASE (EN FORMA DE SULFATO),mg,8000000.0,1 ML.,SOLUCION INYECTABLE,CASAR LABORATORIOS S.A,FABRICANTE,FABRICAR Y VENDER,
52958,SALES DE REHIDRATACIÓNORAL,COLPHARMA LTDA.,INVIMA M-005726,05/01/1998,28/04/2008,Vencido,52958,3,250.0,CAJA DOSIFICADORA LITOGRAFIADA SABOR FRESA CON 250 SOBRES CON 20.5 G DE PRODUCTO CADA SOBRE.,Inactivo,11/10/2006,28/04/2008,No,U,A07CA99,ELECTROLITOS CON CARBOHIDRATOS REHIDRATACION ORAL,ORAL,E,CLORURO DE SODIO USP,g,1268290.0,100 GRAMOS DE POLVO,POLVO PARA RECONSTITUIR A SOLUCION ORAL,COLPHARMA LTDA.,FABRICANTE,FABRICAR Y VENDER,
52958,SALES DE REHIDRATACIÓNORAL,COLPHARMA LTDA.,INVIMA M-005726,05/01/1998,28/04/2008,Vencido,52958,10,100.0,CAJA DOSIFICADORA LITOGRAFIADA SABOR UVA CON 100 SOBRES CON 20.5 G DE PRODUCTO CADA SOBRE.,Inactivo,11/10/2006,28/04/2008,No,U,A07CA99,ELECTROLITOS CON CARBOHIDRATOS REHIDRATACION ORAL,ORAL,E,DEXTROSA ANHIDRA,g,6585360.0,100 GRAMOS DE POLVO,POLVO PARA RECONSTITUIR A SOLUCION ORAL,COLPHARMA LTDA.,FABRICANTE,FABRICAR Y VENDER,
53992,NORMIKOT CREMA,OXYPHARMA S.A,INVIMA M-010169,27/03/1998,24/03/2008,Vencido,53992,2,20.0,TUBO X 20 G.,Inactivo,11/10/2006,24/03/2008,No,g,D01AC20,COMBINACIONES,TOPICA (EXTERNA),D,SULFATO DE NEOMICINA EQUIVALENTE A NEOMICINA BASE,mg,50000000.0,100 GRAMOS,CREMA TOPICA,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
54104,ALBENDAZOL,LABORATORIOS BLASKOV LTDA.,INVIMA M-005147,29/06/1996,27/06/2006,Vencido,54104,1,20.0,FRASCO VIDRIO AMBAR POR 20 ML.,Inactivo,11/10/2006,27/06/2006,No,U,P02CA03,ALBENDAZOL,ORAL,E,ALBENDAZOL,g,200000.0,100 ML. DE SUSPENSION,SUSPENSION ORAL,SERVICIOS TECNICOS FARMACEUTICOSLTDA. S.T.F. LTDA.,FABRICANTE,FABRICAR Y VENDER,
54502,CEBIO PLUS HIERRO,MERCK S.A.,INVIMA M-005384,16/08/1996,14/08/2006,Vencido,54502,1,10.0,TUBOS X 10 TABLETAS EFERVESCENTES,Inactivo,11/10/2006,14/08/2006,No,U,A11AA02,MULTIVITAMINAS Y CALCIO,ORAL,A,ACIDO ASCORBICO VITAMINA C,mg,15000000.0,TABLETA.,TABLETA EFERVESCENTE,MERCK COLOMBIA S.A.,FABRICANTE,FABRICAR Y VENDER,
55986,CAPTOPRIL TABLETAS,BLANCA NERY FRANCO ALVAREZ,INVIMA M-005940,17/05/1997,15/05/2007,Vencido,55986,2,10.0,CAJA POR 10 TABLETAS EN BLISTER DE PVC/ALUMINIO,Inactivo,11/10/2006,15/05/2007,No,U,C09AA01,CAPTOPRIL,ORAL,A,CAPTOPRIL,mg,5000000.0,TABLETA,TABLETA,A- Z PHARMA S. A.,FABRICANTE,FABRICAR Y VENDER,
56086,REMINERALIZANTE LACTEO TABLETAS,LABORATORIOS MEDICK S.A.S,INVIMA M-006863,18/08/1997,16/08/2007,Vencido,56086,1,80.0,FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 80 TABLETAS,Inactivo,11/10/2006,16/08/2007,No,U,SIN DATO,SIN DATO,ORAL,A,CLORURO DE SODIO,mg,1082000.0,TABLETA,TABLETA,LABORATORIOS MEDICK S.A.S.,FABRICANTE,FABRICAR Y VENDER,
56351,INTERSOR TABLETAS,LABINTER,INVIMA M-005669,17/05/1997,15/05/2007,Vencido,56351,1,10.0,CAJA POR 10 TABLETAS,Inactivo,11/10/2006,15/05/2007,No,U,N02CC01,SUMATRIPTAN,ORAL,A,SUMATRIPTAN SUCCINATO EQUIVALENTE A 100 MG DE SUMATRIPTAN,mg,14000000.0,TABLETA,TABLETA,KNOLL COLOMBIANA S.A. LABORATORIO FARMACEUTICO.,FABRICANTE,FABRICAR Y VENDER,
56431,HISTAXINA TABLETAS,LABORATORIOS FARMACEUTICOS STELLAR Y CIA S EN C.,INVIMA M-006431,05/09/1997,05/07/2007,Vencido,56431,1,20.0,ESTUCHE X 20 TABLETAS.BLISTER PVC ALUMINIO,Inactivo,11/10/2006,05/07/2007,No,U,N05BB01,HIDROXIZINA,ORAL,A,HIDROXICINA 2 HCL,mg,2500000.0,TABLETA.,TABLETA,LABORATORIOS FARMACEUTICOS STELAR S.A.,FABRICANTE,FABRICAR Y VENDER,
56582,FOLIFER,LABORATORIOS HIGEA DE COLOMBIA LTDA.,INVIMA M-007153,10/01/1997,29/09/2007,Vencido,56582,1,60.0,CAJA X 60 CAPSULAS,Inactivo,11/10/2006,29/09/2007,No,U,B03AD02,FERROSO FUMARATO,ORAL,A,FUMARATO FERROSO (EQUIVALENTE A 108.0 MG DE HIERRO ELEMENTAL),mg,33000000.0,X CAPSULA,CAPSULA DURA,LABORATORIOS HIGEA DE COLOMBIA LTDA.,FABRICANTE,FABRICAR Y VENDER,
56711,GEMFIBROZILO,LABORATORIO INTERNACIONAL DE COLOMBIA S.A.S - LABINCO S.A.S,INVIMA M-006265,27/06/1997,25/06/2007,Vencido,56711,2,20.0,FRASCO DE VIDRIO X 20 TABLETAS,Inactivo,11/10/2006,25/06/2007,No,U,C10AB04,GEMFIBROZIL,ORAL,A,GEMFIBROZILO,mg,60000000.0,TABLETA,TABLETA,LABORATORIO INTERNACIONAL DE COLOMBIA S.A.S - LABINCO S.A.S,FABRICANTE,FABRICAR Y VENDER,
57555,CREMA DENTAL COLGATE TOTAL DUO,COLGATE PALMOLIVE COMPAÑIA,INVIMA M-011534,14/09/1998,09/11/2008,Vencido,57555,3,50.0,CAJA POR 1 TUBO COLAPSIBLE DE 50 ML.,Inactivo,11/10/2006,09/11/2008,No,U,A01AA51,SODIO FLUORURO COMBINACIONES,DENTAL,D,FLORURO DE SODIO,g,0.335,100 G. DE CREMA RAYAS VERDES,CREMAS. GELES. UNGUENTOS Y PASTAS,COLGATE PALMOLIVE COMPAÑIA,FABRICANTE,FABRICAR Y VENDER,
57983,ASTEMIZOL SUSPENSION,BIOGENERICOS LTDA.,M-010091,25/02/1998,23/02/2008,Vencido,57983,1,100.0,FRASCO EN POLIETILEN TEREFTALATO AMBAR X 100 ML.,Inactivo,11/10/2006,23/02/2008,No,ml,R06AX11,ASTEMIZOL,ORAL,E,ASTEMIZOL,mg,10000000.0,X 100 ML DE SUSPENSION,SUSPENSION ORAL,BIOCHEM FARMACEUTICA DE COLOMBIAS.A.,FABRICANTE,FABRICAR Y VENDER,
58255,Z-BEC MULTIVITAMINICO COMPLETO PARA MAYORESDE 50AÑOS,WHITEHALL ROBINS INC.,INVIMA M-005429,30/08/1996,28/08/2006,Vencido,58255,3,60.0,FRASCO X 60 TABLETAS,Inactivo,11/10/2006,28/08/2006,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,A,ACIDO ASCORBICO (COMO VITAMINA C),mg,12500000.0,X TABLETA,TABLETA,WHITEHALL LABORATORIOS S.A,IMPORTADOR,FABRICAR Y VENDER,
58574,PANADOL SAR,THE SYDNEY ROOS CO. OF COLOMBIA,M-005289,26/07/1996,24/07/2006,Vencido,58574,1,50.0,SOBRE POR 2 TABLETAS EN CAJAS POR 50 TABLETAS.,Inactivo,11/10/2006,24/07/2006,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,ACETAMINOFEN,mg,50000000.0,TABLETA,TABLETA,SANOFI SYNTHELABODE COLOMBIA S.A,FABRICANTE,FABRICAR Y VENDER,
58897,CEFIXIMA CAPSULAS 200MG.,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA M-005435,09/07/1996,09/05/2006,Vencido,58897,2,10.0,TABLETAS EMPACADAS EN CAJAS DE CARTON POR 10 TABLETAS SELLADAS EN BLISTER,Inactivo,11/10/2006,09/05/2006,No,U,J01DD08,CEFIXIMA,ORAL,A,CEFIXIMA,mg,20000000.0,TABLETA.,TABLETA,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER,
59075,GENTAMICINA80 MG,PROCAPS S.A.,INVIMA 2003M-015096-R1,19/11/1994,16/11/2014,Vencido,59075,3,3.0,CAJA POR 3 AMPOLLAS AMBAR POR 2ML.,Inactivo,11/10/2006,16/11/2014,No,U,J01GB03,GENTAMICINA,PARENTERAL,A,GENTAMICINA SULFATO EQUIVALENTE A GENTAMICINA BASE,mg,8000000.0,AMPOLLA DE 2 ML.,SOLUCION INYECTABLE,PHARMAYECT S.A.,FABRICANTE,FABRICAR Y VENDER,
59505,PERATIVE,ABBOTT LABORATORIES,M-005349,08/03/1998,13/08/2006,Vencido,59505,2,946.0,LATA X 946ML,Inactivo,11/10/2006,13/08/2006,No,U,B05BA10,COMBINACIONES,PARENTERAL,A,PROTEINAS,g,670000.0,100 ML,SOLUCION INYECTABLE,ABBOTT LABORATORIES,FABRICANTE,IMPORTAR Y VENDER,
79854,STEVIA CRISTAL,BIOSWEET LTDA,INVIMA M-006290,24/04/1997,22/04/2007,Vencido,79854,1,50.0,CAJA DE CARTULINA POR 50 SOBRES DE 1 G.,Inactivo,11/10/2006,22/04/2007,No,U,SIN DATO,SIN DATO,SIN DATO,S,ESTEVIOSIDO,g,1000000.0,100 G.,POLVO PARA RECONSTITUIR A SOLUCION ORAL,BIOSWEET LTDA,IMPORTADOR,IMPORTAR Y VENDER,
111858,TOPSYM-POLYOL CREMA,GRUNENTHAL GMBH,INVIMA M-007432-R2,07/11/1999,07/08/2009,Vencido,111858,1,15.0,TUBO COLAPSIBLE ALUMINIO PORSIN DATO15 G.,Inactivo,11/10/2006,07/08/2009,No,U,D07AC08,FLUOCINONIDA,TOPICA (EXTERNA),D,FLUOCINONIDAMICRONIZADA,g,0.05,100 G,CREMA TOPICA,GRUNENTHAL COLOMBIANA S.A.,IMPORTADOR,IMPORTAR Y VENDER,
200634,NUTREN PROBALANCE(R),NESTLE CLINICAL NUTRITION,INVIMA 2006M-004809 R1,05/05/1996,09/01/2016,Vencido,200634,1,250.0,LATA POR 250 ML.,Inactivo,11/10/2006,09/01/2016,No,ml,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,F,COBRE,mg,0.2,100 ML.,SOLUCION ORAL,NESTLE CLINICAL NUTRITION,FABRICANTE,IMPORTAR Y VENDER,
201190,RELIV NOW,RELIV INTERNATIONAL INC,INVIMA M-011645,10/09/1998,10/06/2008,Vencido,201190,1,420.0,TARRO X 420 G (14.8 ONZAS) CON SABOR ORIGINAL,Inactivo,11/10/2006,10/06/2008,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,E,AZUCARES (COMO FRUCTOSA),g,4660000.0,100G,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,RELIV INTERNATIONAL INC,FABRICANTE,IMPORTAR Y VENDER,
201191,RELIV ULTRIM PLUS,RELIV INTERNATIONAL INC,INVIMA M-011644,10/09/1998,10/06/2008,Vencido,201191,1,392.0,TARRO DE HOJALATA CON SUBTAPA DE ALUMINIO CONTRATAPA DE POLIETILENO POR 392 G. (14 ONZAS),Inactivo,11/10/2006,10/06/2008,No,U,A11AA03,MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES,ORAL,E,MAGNESIO,mg,714000.0,100 G. DE POLVO,POLVO PARA RECONSTITUIR A SOLUCION ORAL,RELIV INTERNATIONAL INC,FABRICANTE,IMPORTAR Y VENDER,
201868,DRAWINOL - IBUPROFENO 600 MG TABLETAS.,SANOFI - SYNTHELABO DE COLOMBIA S.A.,INVIMA M-006237,18/03/1997,16/03/2007,Vencido,201868,3,60.0,CAJA CARTON POR 60 TABLETAS EN BLISTER PVC/ALUMINIO POR 10 TABLETAS C/U.,Inactivo,11/10/2006,16/03/2007,No,U,M01AE01,IBUPROFENO,ORAL,A,IBUPROFENO,mg,60000000.0,TABLETA,TABLETA,SANOFI - SYNTHELABO DE COLOMBIA S.A.,FABRICANTE,FABRICAR Y VENDER,
201939,KERLONE 20 MG,SANOFI - SYNTHELABO DE COLOMBIA S.A.,INVIMA M-005934,14/03/1998,03/11/2008,Vencido,201939,1,10.0,CAJA X 10 TABLETAS EN BLISTER,Inactivo,11/10/2006,03/11/2008,No,U,C07AB05,BETAXOLOL,ORAL,A,BETAXOLOL CLORHIDRATO,mg,2000000.0,TABLETA,TABLETA CON CUBIERTA ENTERICA CON PELICULA,SYNTHELABO GROUPE.,FABRICANTE,IMPORTAR Y VENDER,
202315,SANDOCAL C 1000 MG TABLETAS,NOVARTIS DE COLOMBIA S.A.,INVIMA M-006273,26/07/1998,23/07/2008,Vencido,202315,2,10.0,TABLETAS ENVUELTAS INDIVIDUALMENTE EN PAPEL ALUMINIO EN TUBO DE POLIPROPILENO. TUBO X 10 TABLETAS EFERVESCENTES,Inactivo,11/10/2006,23/07/2008,No,U,A12AA20,CALCIO (DIFERENTES SALES EN COMBINACION),ORAL,A,GLUCONO LACTATO DE CALCIO ORAL,mg,100000000.0,X TABLETA EFERVESCENTE,TABLETA EFERVESCENTE,NOVARTIS DE COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER,
203743,CALCIOLED,LABORATORIOS PRONABELL LTDA,INVIMA M-14274,08/06/2000,08/04/2010,Vencido,203743,1,20.0,CAJA POR 20 TABLETAS EN BLISTER,Inactivo,11/10/2006,08/04/2010,No,U,A11AA02,MULTIVITAMINAS Y CALCIO,ORAL,A,CARBONATO DE CALCIO,mg,125000.0,TABLETA,TABLETA,LABORATORIOS CALIFORNIA S.A.,FABRICANTE,FABRICAR Y VENDER,
203859,PARLODEL 2-5 MGTABLETAS,NOVARTIS DE COLOMBIA S.A.,M-011501,29/05/1999,26/05/2009,Vencido,203859,1,30.0,CAJA X 30 TABLETAS EN BLISTER PVC ALUMINIO,Inactivo,11/10/2006,26/05/2009,No,U,N04BC01,BROMOCRIPTINA,ORAL,A,BROMOCRIPTINA MESILATO EQUIVALENTE ABROMOCRIPTINA,mg,250000.0,TABLETA,TABLETA,CASAR LABORATORIOS LTDA,FABRICANTE,FABRICAR Y VENDER,
204344,SOLUCION PARA DIALISIS PERITONEAL FORMULA .A.A.,BIEFFE MEDITAL S.P.A,INVIMA M-005819,25/10/1996,23/10/2006,Vencido,204344,1,5000.0,BOLSA X 5000 ML.,Inactivo,11/10/2006,23/10/2006,No,ml,SIN DATO,SIN DATO,PARENTERAL,C,CLORURO CALCICO.2H2O,g,0.257,X 1000 ML DE SOLUCION,SOLUCION ESTERIL PARA IRRIGACION,BIEFFE MEDITAL S.P.A.,FABRICANTE,IMPORTAR Y VENDER,
204517,SALBUMAX TURBUHO 50 MCG / DOSIS,ASTRAZENECA UK LIMITED,INVIMA M-006614,23/06/1997,21/06/2007,Vencido,204517,1,200.0,INHALADOR DE 50 MCG/DOSIS POR 200 DOSIS.,Inactivo,11/10/2006,21/06/2007,No,U,R03AC02,SALBUTAMOL,INHALACION,F,SALBUTAMOL SULFATO,mg,25000000.0,1 G DE POLVO,POLVO PARA INHALACION,ASTRAZENECA UK LIMITED,FABRICANTE,IMPORTAR Y VENDER,
204576,CEFOTAXIMA INYECTABLE 1G,PROCAPS S.A.,INVIMA M-005821,25/10/1996,23/10/2006,Vencido,204576,2,1.0,CAJA X 1 VIAL,Inactivo,11/10/2006,23/10/2006,No,U,J01DD01,CEFOTAXIMA,PARENTERAL,A,CEFOTAXIMA SODICA ESTERIL,g,100000.0,VIAL,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,LABORATORIOS TORLAN S.A.,FABRICANTE,IMPORTAR Y VENDER,
205516,AMINOPLASMAL 15% E,B. BRAUN VIETNAM CO LTD,INVIMA M-006148,02/09/1997,02/07/2007,Vencido,205516,1,1000.0,FRASCOSIN DATODE VIDRIOSIN DATOPOR 1000 ML.,Inactivo,11/10/2006,02/07/2007,No,ml,B05BA01,AMINOACIDOS,PARENTERAL,A,TREONINA,g,540000.0,1000 ML.,SOLUCION INYECTABLE,B. BRAUN VIETNAM CO LTD,FABRICANTE,IMPORTAR Y VENDER,
207193,AMPICILINA 1 G INYECTABLE.,FARMIONNI SCALPI S.A.,INVIMA M-007087,10/02/1997,30/09/2007,Vencido,207193,2,1.0,CAJA POR 1 FRASCO AMPOLLA DE VIDRIO POR 1 G,Inactivo,11/10/2006,30/09/2007,No,g,J01CA01,AMPICILINA,INTRAVENOSA,A,AMPICILINA ( COMO AMPICILINA SODICA ),g,100000.0,FRASCO AMPOLLA,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,VITROFARMA S.A.,FABRICANTE,FABRICAR Y VENDER,
207942,SODIO CLORURO SOLUCION INYECTABLE,FARMIONNI SCALPI S.A.,INVIMA M-010754,16/05/1998,13/05/2008,Vencido,207942,2,250.0,CAJA POR 25 AMPOLLAS EN VIDRIO TIPO I BOROSILICATO DE 10ML,Inactivo,11/10/2006,13/05/2008,No,ml,B05XA03,SODIO CLORURO,INTRAVENOSA,A,CLORURO DE SODIO (CORRESPONDIENTE A 20 MEQ DE NA),g,117000.0,AMPOLLA DE 10ML,SOLUCION INYECTABLE,FARMIONNI SCALPI S.A.,FABRICANTE,FABRICAR Y VENDER,
208142,PRIMENE 5%,CLINTEC NUTRITION CLINIQUE,INVIMA M-010422,21/03/1998,18/03/2008,Vencido,208142,1,24.0,FRASCO DE VIDRIO TIPO II FARMACOPEA EUROPEA DE 1000 ML.SELLADO CON UN ATAPON FABRICADO CON UN MATERIAL ELASTOMERICO Y UNA TPA. S,Inactivo,11/10/2006,18/03/2008,No,U,B05BA01,AMINOACIDOS,PARENTERAL,A,L-VALINA,g,0.38,CADA 100 ML,SOLUCION INYECTABLE,LABORATORIOS BAXTER S.A.,IMPORTADOR,IMPORTAR Y VENDER,
208142,PRIMENE 5%,CLINTEC NUTRITION CLINIQUE,INVIMA M-010422,21/03/1998,18/03/2008,Vencido,208142,13,12.0,FRASCO DE VIDRIO TIPO II FARMACOPEA EUROPEA DE 500 ML.SELLADO CON UN ATAPON FABRICADO CON UN MATERIAL ELASTOMERICO Y UNA TPA. SE,Inactivo,11/10/2006,18/03/2008,No,U,B05BA01,AMINOACIDOS,PARENTERAL,A,L-ORNITINA,g,0.113,CADA 100 ML,SOLUCION INYECTABLE,CLINTEC NUTRITION CLINIQUE,FABRICANTE,IMPORTAR Y VENDER,
208142,PRIMENE 5%,CLINTEC NUTRITION CLINIQUE,INVIMA M-010422,21/03/1998,18/03/2008,Vencido,208142,14,12.0,FRASCO DE VIDRIO TIPO II FARMACOPEA EUROPEA DE 1000 ML.SELLADO CON UN ATAPON FABRICADO CON UN MATERIAL ELASTOMERICO Y UNA TPA. S,Inactivo,11/10/2006,18/03/2008,No,U,B05BA01,AMINOACIDOS,PARENTERAL,A,L-METIONINA,g,0.12,CADA 100 ML,SOLUCION INYECTABLE,LABORATORIOS BAXTER S.A.,IMPORTADOR,IMPORTAR Y VENDER,
208143,PENICILINA G. PROCAINICA 400.000 U.I.,FARMIONNI SCALPI S.A.,INVIMA M-007094,10/02/1997,30/09/2007,Vencido,208143,5,25.0,CAJA POR 25 FRASCOS. FRASCO VIAL DE VIDRIO.,Inactivo,11/10/2006,30/09/2007,No,U,J01CE09,BENCILPENICILINA PROCAINICA,INTRAMUSCULAR,A,PENICILINA G PROCAINICA,IU,40000000000.0,FRASCO AMPOLLA,POLVO ESTERIL PARA RECONSTITUIR A SUSPENSIONINYECTABLE,FARMIONNI SCALPI S.A.,FABRICANTE,FABRICAR Y VENDER,
